concept,polarity,closeness_male,closeness_female,closeness_global_north,closeness_global_south
brazilian_conglomerate,positive,,,,
brazilian_acquisition,positive,,,,
organically_acquisition,positive,,,,
expensive_acquisition,positive,,,,
underscore_appeal,positive,,,,
several_decade,positive,,,,
upfront_expenditure,positive,,,,
sale_outstrip,positive,,,,
necessary_expenditure,positive,,,,
sale_plummet,positive,,,,
happy_trump,positive,,,,
therapeutic_drug,positive,,,,
axe_hundred,positive,,,,
finnish_circuit,positive,,,,
upper_circuit,positive,,,,
past_decade,positive,,,,
rupee_plummet,positive,,,,
finance_plummet,positive,,,,
corp_soar,positive,,,,
junior_miner,positive,,,,
metal_deepen,positive,,,,
convergence_deepening,positive,,,,
personalised_alert,positive,,,,
happy_christmas,positive,,,,
happy_borrower,positive,,,,
happy_lender,positive,,,,
happy_promoter,positive,,,,
happy_minister,positive,,,,
happy_day,positive,,,,
happy_wednesday,positive,,,,
oversee_vertical,positive,,,,
creative_muscle,positive,,,,
financial_soar,positive,,,,
zinc_soar,positive,,,,
oil_soar,positive,,,,
dollar_soar,positive,,,,
tank_soar,positive,,,,
india_soar,positive,,,,
currency_soar,positive,,,,
newsprint_soar,positive,,,,
santos_soar,positive,,,,
gilt_soar,positive,,,,
company_soar,positive,,,,
computer_bask,positive,,,,
respiratory_drug,positive,,,,
dry_drug,positive,,,,
parabolic_drug,positive,,,,
rare_cancer,positive,,,,
finnish_association,positive,,,,
german_association,positive,,,,
indonesian_association,positive,,,,
estonian_passenger,positive,,,,
logistic_ambition,positive,,,,
imperial_ambition,positive,,,,
mainstream_shopper,positive,,,,
donate_max,positive,,,,
impracticable,negative,,,,
